InvoiceNo,StockCode,Quantity,UnitPrice,Country,id_data
536592,21429,3,3.36,United Kingdom,2550
536592,21439,1,2.51,United Kingdom,2551
536592,21447,1,2.51,United Kingdom,2552
536592,21479,8,7.62,United Kingdom,2553
536592,21481,3,5.91,United Kingdom,2554
536592,21484,2,7.62,United Kingdom,2555
536592,21486,7,4.21,United Kingdom,2556
536592,21488,1,8.47,United Kingdom,2557
536592,21494,2,5.06,United Kingdom,2558
536592,21519,1,0.85,United Kingdom,2559
536592,21520,1,0.85,United Kingdom,2560
536592,21524,1,14.43,United Kingdom,2561
536592,21537,2,8.47,United Kingdom,2562
536592,21544,1,1.66,United Kingdom,2563
536592,21547,1,5.91,United Kingdom,2564
536592,21557,1,5.91,United Kingdom,2565
536592,21559,1,5.06,United Kingdom,2566
536592,21576,1,5.06,United Kingdom,2567
536592,21594,1,4.21,United Kingdom,2568
536592,21638,1,4.21,United Kingdom,2569
536592,21648,3,2.51,United Kingdom,2570
536592,21656,1,3.36,United Kingdom,2571
536592,21658,1,8.47,United Kingdom,2572
536592,21671,2,2.51,United Kingdom,2573
536592,21684,1,2.51,United Kingdom,2574
536592,21698,1,1.66,United Kingdom,2575
536592,21700,1,8.47,United Kingdom,2576
536592,21705,2,3.36,United Kingdom,2577
536592,21718,1,2.51,United Kingdom,2578
536592,21731,1,3.36,United Kingdom,2579
536592,21743,1,5.91,United Kingdom,2580
536592,21745,1,8.47,United Kingdom,2581
536592,21754,1,11.87,United Kingdom,2582
536592,21755,1,11.87,United Kingdom,2583
536592,21756,1,11.87,United Kingdom,2584
536592,21773,3,2.51,United Kingdom,2585
536592,21774,5,2.51,United Kingdom,2586
536592,21775,3,2.51,United Kingdom,2587
536592,21777,2,7.95,United Kingdom,2588
536592,21786,7,0.85,United Kingdom,2589
536592,21789,2,1.66,United Kingdom,2590
536592,21790,5,1.66,United Kingdom,2591
536592,21791,1,2.51,United Kingdom,2592
536592,21801,10,0.43,United Kingdom,2593
536592,21802,17,0.43,United Kingdom,2594
536592,21803,12,0.43,United Kingdom,2595
536592,21809,1,2.51,United Kingdom,2596
536592,21813,1,10.17,United Kingdom,2597
536592,21820,1,7.62,United Kingdom,2598
536592,21821,1,7.62,United Kingdom,2599
536592,21830,1,0.85,United Kingdom,2600
536592,21832,3,3.36,United Kingdom,2601
536592,21833,2,3.36,United Kingdom,2602
536592,21844,1,5.91,United Kingdom,2603
536592,21846,4,4.21,United Kingdom,2604
536592,21851,3,4.21,United Kingdom,2605
536592,21868,2,3.36,United Kingdom,2606
536592,21871,3,3.36,United Kingdom,2607
536592,21875,1,3.36,United Kingdom,2608
536592,21879,1,1.66,United Kingdom,2609
536592,21889,2,2.51,United Kingdom,2610
536592,21891,4,2.51,United Kingdom,2611
536592,21892,1,2.51,United Kingdom,2612
536592,21896,1,4.21,United Kingdom,2613
536592,21899,1,1.66,United Kingdom,2614
536592,21906,1,13.57,United Kingdom,2615
536592,21908,1,4.21,United Kingdom,2616
536592,21914,2,2.51,United Kingdom,2617
536592,21915,3,2.51,United Kingdom,2618
536592,21929,1,4.21,United Kingdom,2619
536592,21931,1,4.21,United Kingdom,2620
536592,21934,1,3.36,United Kingdom,2621
536592,21935,2,3.36,United Kingdom,2622
536592,21942,2,1.66,United Kingdom,2623
536592,21949,2,2.51,United Kingdom,2624
536592,21974,5,2.98,United Kingdom,2625
536592,21975,11,1.28,United Kingdom,2626
536592,21976,1,1.28,United Kingdom,2627
536592,21977,21,1.28,United Kingdom,2628
536592,21981,1,0.85,United Kingdom,2629
536592,21982,2,0.85,United Kingdom,2630
536592,21984,1,0.85,United Kingdom,2631
536592,21985,1,0.85,United Kingdom,2632
536592,21990,2,2.51,United Kingdom,2633
536592,21991,2,2.51,United Kingdom,2634
536592,21992,14,2.51,United Kingdom,2635
536592,21993,6,2.51,United Kingdom,2636
536592,22064,2,3.36,United Kingdom,2637
536592,22065,1,3.36,United Kingdom,2638
536592,22077,7,3.36,United Kingdom,2639
536592,22078,1,4.21,United Kingdom,2640
536592,22081,2,3.36,United Kingdom,2641
536592,22082,6,3.36,United Kingdom,2642
536592,22083,2,5.91,United Kingdom,2643
536592,22084,1,5.91,United Kingdom,2644
536592,22086,22,5.91,United Kingdom,2645
536592,22090,1,5.91,United Kingdom,2646
536592,22091,2,2.51,United Kingdom,2647
536592,22100,1,2.51,United Kingdom,2648
536592,22109,2,7.62,United Kingdom,2649
536592,22111,3,11.02,United Kingdom,2650
536592,22112,3,11.02,United Kingdom,2651
536592,22114,3,8.47,United Kingdom,2652
536592,22117,1,5.91,United Kingdom,2653
536592,22121,1,11.87,United Kingdom,2654
536592,22124,2,2.51,United Kingdom,2655
536592,22134,4,0.85,United Kingdom,2656
536592,22135,4,0.85,United Kingdom,2657
536592,22141,4,4.21,United Kingdom,2658
536592,22142,1,3.36,United Kingdom,2659
536592,22144,2,4.21,United Kingdom,2660
536592,22147,2,3.36,United Kingdom,2661
536592,22149,2,4.21,United Kingdom,2662
536592,22161,7,0.81,United Kingdom,2663
536592,22162,3,3.36,United Kingdom,2664
536592,22165,1,11.02,United Kingdom,2665
536592,22169,1,16.98,United Kingdom,2666
536592,22174,5,3.36,United Kingdom,2667
536592,22178,8,2.51,United Kingdom,2668
536592,22182,1,4.21,United Kingdom,2669
536592,22183,2,5.91,United Kingdom,2670
536592,22184,1,8.47,United Kingdom,2671
536592,22188,2,8.47,United Kingdom,2672
536592,22190,3,2.51,United Kingdom,2673
536592,22195,4,3.36,United Kingdom,2674
536592,22197,34,1.66,United Kingdom,2675
536592,22198,2,3.36,United Kingdom,2676
536592,22207,1,8.47,United Kingdom,2677
536592,22208,1,3.36,United Kingdom,2678
536592,22245,2,1.66,United Kingdom,2679
536592,22246,2,4.21,United Kingdom,2680
536592,22260,2,1.66,United Kingdom,2681
536592,22261,2,1.66,United Kingdom,2682
536592,22262,3,1.66,United Kingdom,2683
536592,22276,2,5.91,United Kingdom,2684
536592,22277,2,4.21,United Kingdom,2685
536592,22278,1,11.02,United Kingdom,2686
536592,22283,1,16.13,United Kingdom,2687
536592,22294,3,2.51,United Kingdom,2688
536592,22300,2,5.06,United Kingdom,2689
536592,22301,2,5.06,United Kingdom,2690
536592,22304,1,5.06,United Kingdom,2691
536592,22308,1,5.06,United Kingdom,2692
536592,22309,1,5.06,United Kingdom,2693
536592,22310,1,3.36,United Kingdom,2694
536592,22311,2,5.91,United Kingdom,2695
536592,22312,1,5.91,United Kingdom,2696
536592,22314,1,5.91,United Kingdom,2697
536592,22317,2,5.91,United Kingdom,2698
536592,22324,1,4.21,United Kingdom,2699
536592,22325,1,11.87,United Kingdom,2700
536592,22331,1,3.36,United Kingdom,2701
536592,22342,1,3.36,United Kingdom,2702
536592,22348,2,1.66,United Kingdom,2703
536592,22350,2,5.06,United Kingdom,2704
536592,22352,1,5.06,United Kingdom,2705
536592,22355,2,1.66,United Kingdom,2706
536592,22356,6,1.66,United Kingdom,2707
536592,22364,1,5.91,United Kingdom,2708
536592,22371,3,8.47,United Kingdom,2709
536592,22376,2,8.47,United Kingdom,2710
536592,22379,2,4.21,United Kingdom,2711
536592,22381,1,4.21,United Kingdom,2712
536592,22386,3,4.21,United Kingdom,2713
536592,22393,1,5.06,United Kingdom,2714
536592,22396,1,2.51,United Kingdom,2715
536592,22405,1,2.51,United Kingdom,2716
536592,22409,1,2.51,United Kingdom,2717
536592,22411,2,4.21,United Kingdom,2718
536592,22413,1,5.91,United Kingdom,2719
536592,22419,7,0.85,United Kingdom,2720
536592,22420,2,0.85,United Kingdom,2721
536592,22421,3,0.85,United Kingdom,2722
536592,22422,2,1.28,United Kingdom,2723
536592,22423,47,12.72,United Kingdom,2724
536592,22425,1,10.17,United Kingdom,2725
536592,22427,1,11.87,United Kingdom,2726
536592,22428,1,14.43,United Kingdom,2727
536592,22449,1,6.77,United Kingdom,2728
536592,22451,1,6.77,United Kingdom,2729
536592,22458,1,5.06,United Kingdom,2730
536592,22459,1,5.06,United Kingdom,2731
536592,22467,1,5.06,United Kingdom,2732
536592,22469,11,3.36,United Kingdom,2733
536592,22472,3,11.02,United Kingdom,2734
536592,22487,1,20.38,United Kingdom,2735
536592,22489,2,0.85,United Kingdom,2736
536592,22499,1,12.72,United Kingdom,2737
536592,22501,2,21.23,United Kingdom,2738
536592,22503,1,59.53,United Kingdom,2739
536592,22508,2,7.62,United Kingdom,2740
536592,22530,3,0.85,United Kingdom,2741
536592,22531,1,0.85,United Kingdom,2742
536592,22534,1,0.85,United Kingdom,2743
536592,22536,1,0.85,United Kingdom,2744
536592,22537,1,0.85,United Kingdom,2745
536592,22539,1,0.85,United Kingdom,2746
536592,22544,1,0.85,United Kingdom,2747
536592,22547,1,0.85,United Kingdom,2748
536592,22553,1,3.36,United Kingdom,2749
536592,22557,1,3.36,United Kingdom,2750
536592,22560,1,2.51,United Kingdom,2751
536592,22561,1,3.36,United Kingdom,2752
536592,22565,1,1.66,United Kingdom,2753
536592,22566,1,1.66,United Kingdom,2754
536592,22569,2,7.62,United Kingdom,2755
536592,22570,1,7.62,United Kingdom,2756
536592,22571,1,1.66,United Kingdom,2757
536592,22580,1,11.87,United Kingdom,2758
536592,22581,1,1.66,United Kingdom,2759
536592,22582,2,5.06,United Kingdom,2760
536592,22583,1,5.06,United Kingdom,2761
536592,22584,1,5.06,United Kingdom,2762
536592,22586,1,1.66,United Kingdom,2763
536592,22587,2,1.66,United Kingdom,2764
536592,22588,5,5.06,United Kingdom,2765
536592,22589,2,5.06,United Kingdom,2766
536592,22600,2,1.66,United Kingdom,2767
536592,22601,3,1.66,United Kingdom,2768
536592,22602,1,1.66,United Kingdom,2769
536592,22603,1,1.66,United Kingdom,2770
536592,22619,1,7.62,United Kingdom,2771
536592,22620,2,2.51,United Kingdom,2772
536592,22622,1,21.23,United Kingdom,2773
536592,22624,1,16.98,United Kingdom,2774
536592,22625,1,16.98,United Kingdom,2775
536592,22631,1,4.21,United Kingdom,2776
536592,22632,1,4.21,United Kingdom,2777
536592,22637,1,5.06,United Kingdom,2778
536592,22645,1,3.36,United Kingdom,2779
536592,22649,2,11.02,United Kingdom,2780
536592,22651,1,1.66,United Kingdom,2781
536592,22659,1,4.21,United Kingdom,2782
536592,22663,3,4.21,United Kingdom,2783
536592,22664,3,4.21,United Kingdom,2784
536592,22665,1,5.91,United Kingdom,2785
536592,22666,1,5.91,United Kingdom,2786
536592,22668,1,5.91,United Kingdom,2787
536592,22669,3,5.91,United Kingdom,2788
536592,22673,1,2.51,United Kingdom,2789
536592,22678,1,2.51,United Kingdom,2790
536592,22692,1,7.95,United Kingdom,2791
536592,22694,1,4.21,United Kingdom,2792
536592,22696,1,4.21,United Kingdom,2793
536592,22697,3,5.91,United Kingdom,2794
536592,22699,4,5.91,United Kingdom,2795
536592,22712,1,0.85,United Kingdom,2796
536592,22713,4,0.85,United Kingdom,2797
536592,22726,2,7.62,United Kingdom,2798
536592,22734,1,5.06,United Kingdom,2799
536592,22735,3,3.36,United Kingdom,2800
536592,22737,2,3.36,United Kingdom,2801
536592,22738,1,3.36,United Kingdom,2802
536592,22739,7,3.36,United Kingdom,2803
536592,22741,3,1.66,United Kingdom,2804
536592,22742,1,5.91,United Kingdom,2805
536592,22745,1,4.21,United Kingdom,2806
536592,22746,2,4.21,United Kingdom,2807
536592,22747,1,4.21,United Kingdom,2808
536592,22748,1,4.21,United Kingdom,2809
536592,22749,2,7.62,United Kingdom,2810
536592,22751,1,7.62,United Kingdom,2811
536592,22754,2,1.66,United Kingdom,2812
536592,22756,1,2.51,United Kingdom,2813
536592,22758,2,2.51,United Kingdom,2814
536592,22759,5,3.36,United Kingdom,2815
536592,22775,3,2.51,United Kingdom,2816
536592,22781,1,15.28,United Kingdom,2817
536592,22788,1,20.38,United Kingdom,2818
536592,22791,4,2.51,United Kingdom,2819
536592,22792,4,1.66,United Kingdom,2820
536592,22794,1,16.13,United Kingdom,2821
536592,22795,3,13.57,United Kingdom,2822
536592,22798,2,5.91,United Kingdom,2823
536592,22800,2,7.62,United Kingdom,2824
536592,22801,2,7.62,United Kingdom,2825
536592,22805,4,2.51,United Kingdom,2826
536592,22810,1,5.91,United Kingdom,2827
536592,22812,3,4.21,United Kingdom,2828
536592,22813,2,4.21,United Kingdom,2829
536592,22814,5,0.85,United Kingdom,2830
536592,22831,1,5.91,United Kingdom,2831
536592,22834,3,4.21,United Kingdom,2832
536592,22835,5,9.32,United Kingdom,2833
536592,22837,3,9.32,United Kingdom,2834
536592,22841,1,16.13,United Kingdom,2835
536592,22844,1,16.98,United Kingdom,2836
536592,22854,1,11.02,United Kingdom,2837
536592,22855,1,2.51,United Kingdom,2838
536592,22862,1,8.47,United Kingdom,2839
536592,22863,1,5.91,United Kingdom,2840
536592,22865,7,4.21,United Kingdom,2841
536592,22866,4,4.21,United Kingdom,2842
536592,22867,2,4.21,United Kingdom,2843
536592,22870,1,4.21,United Kingdom,2844
536592,22890,1,20.38,United Kingdom,2845
536592,22895,5,5.91,United Kingdom,2846
536592,22897,1,2.98,United Kingdom,2847
536592,22898,2,4.21,United Kingdom,2848
536592,22900,1,5.91,United Kingdom,2849
536592,22904,1,5.91,United Kingdom,2850
536592,22906,1,3.36,United Kingdom,2851
536592,22909,7,1.66,United Kingdom,2852
536592,22910,10,5.91,United Kingdom,2853
536592,22915,1,5.06,United Kingdom,2854
536592,22916,1,1.66,United Kingdom,2855
536592,22917,1,1.66,United Kingdom,2856
536592,22918,1,1.66,United Kingdom,2857
536592,22919,1,1.66,United Kingdom,2858
536592,22920,1,1.66,United Kingdom,2859
536592,22921,1,1.66,United Kingdom,2860
536592,22940,3,8.47,United Kingdom,2861
536592,22941,4,16.98,United Kingdom,2862
536592,22944,1,16.13,United Kingdom,2863
536592,22945,2,11.02,United Kingdom,2864
536592,22946,1,34.0,United Kingdom,2865
536592,22947,1,34.0,United Kingdom,2866
536592,22948,2,6.77,United Kingdom,2867
536592,22951,2,1.28,United Kingdom,2868
536592,22952,7,1.28,United Kingdom,2869
536592,22961,1,3.36,United Kingdom,2870
536592,22968,3,20.38,United Kingdom,2871
536592,22969,9,3.36,United Kingdom,2872
536592,22972,1,3.36,United Kingdom,2873
536592,22973,1,3.36,United Kingdom,2874
536592,22974,1,3.36,United Kingdom,2875
536592,22975,2,2.51,United Kingdom,2876
536592,22976,2,2.51,United Kingdom,2877
536592,22977,1,2.51,United Kingdom,2878
536592,22988,7,2.51,United Kingdom,2879
536592,35095A,1,0.84,United Kingdom,2880
536592,35471D,1,2.51,United Kingdom,2881
536592,35598B,1,6.77,United Kingdom,2882
536592,35599D,1,5.91,United Kingdom,2883
536592,35637A,1,19.53,United Kingdom,2884
536592,35916B,1,1.66,United Kingdom,2885
536592,35916C,1,1.66,United Kingdom,2886
536592,35957,5,1.66,United Kingdom,2887
536592,35961,4,1.66,United Kingdom,2888
536592,35964,1,1.66,United Kingdom,2889
536592,35965,4,3.36,United Kingdom,2890
536592,35967,3,1.66,United Kingdom,2891
536592,37370,1,16.13,United Kingdom,2892
536592,37444C,1,5.91,United Kingdom,2893
536592,37446,1,3.36,United Kingdom,2894
536592,37450,1,5.91,United Kingdom,2895
536592,37491A,1,3.36,United Kingdom,2896
536592,46775D,1,11.02,United Kingdom,2897
536592,46776B,1,4.21,United Kingdom,2898
536592,47563A,1,5.91,United Kingdom,2899
536592,47566B,1,8.47,United Kingdom,2900
536592,47567B,1,12.72,United Kingdom,2901
536592,47590A,1,11.02,United Kingdom,2902
536592,47590B,1,11.02,United Kingdom,2903
536592,47591B,22,1.66,United Kingdom,2904
536592,47591D,3,4.21,United Kingdom,2905
536592,47593B,3,0.85,United Kingdom,2906
536592,47594A,1,4.21,United Kingdom,2907
536592,47599A,1,4.21,United Kingdom,2908
536592,48111,1,14.43,United Kingdom,2909
536592,48138,1,14.43,United Kingdom,2910
536592,48187,1,14.43,United Kingdom,2911
536592,48194,1,14.43,United Kingdom,2912
536592,51014A,1,1.66,United Kingdom,2913
536592,51014C,1,1.66,United Kingdom,2914
536592,70006,2,3.36,United Kingdom,2915
536592,70007,1,3.36,United Kingdom,2916
536592,71477,1,6.77,United Kingdom,2917
536592,71496A,2,1.49,United Kingdom,2918
536592,72134,1,1.66,United Kingdom,2919
536592,72741,3,2.82,United Kingdom,2920
536592,72807A,1,8.47,United Kingdom,2921
536592,72816,5,2.51,United Kingdom,2922
536592,72817,1,1.66,United Kingdom,2923
536592,79067,1,8.47,United Kingdom,2924
536592,79302M,1,5.91,United Kingdom,2925
536592,79321,2,10.17,United Kingdom,2926
536592,82551,2,2.51,United Kingdom,2927
536592,82552,1,2.51,United Kingdom,2928
536592,82578,1,1.28,United Kingdom,2929
536592,82580,3,1.28,United Kingdom,2930
536592,82582,1,4.21,United Kingdom,2931
536592,82599,2,4.21,United Kingdom,2932
536592,82613B,1,2.51,United Kingdom,2933
536592,82613C,1,2.51,United Kingdom,2934
536592,82613D,3,2.51,United Kingdom,2935
536592,82616C,1,2.51,United Kingdom,2936
536592,84029E,1,7.62,United Kingdom,2937
536592,84029G,2,7.62,United Kingdom,2938
536592,84031B,1,4.21,United Kingdom,2939
536592,84032A,8,3.36,United Kingdom,2940
536592,84032B,1,3.36,United Kingdom,2941
536592,84086C,1,4.21,United Kingdom,2942
536592,84279P,1,8.47,United Kingdom,2943
536592,84347,1,5.06,United Kingdom,2944
536592,84375,1,4.21,United Kingdom,2945
536592,84378,1,2.51,United Kingdom,2946
536592,84380,1,2.51,United Kingdom,2947
536592,84459B,1,3.36,United Kingdom,2948
536592,84509A,2,7.62,United Kingdom,2949
536592,84510A,2,2.51,United Kingdom,2950
536592,84520B,2,1.66,United Kingdom,2951
536592,84536A,1,0.85,United Kingdom,2952
536592,84536B,1,0.85,United Kingdom,2953
536592,84559A,1,1.69,United Kingdom,2954
536592,84559B,1,1.69,United Kingdom,2955
536592,84580,2,4.21,United Kingdom,2956
536592,84596J,1,2.51,United Kingdom,2957
536592,84609,1,16.98,United Kingdom,2958
536592,84659A,3,2.51,United Kingdom,2959
536592,84663A,1,5.91,United Kingdom,2960
536592,84692,3,0.85,United Kingdom,2961
536592,84754,1,2.51,United Kingdom,2962
536592,84755,4,1.27,United Kingdom,2963
536592,84828,2,2.51,United Kingdom,2964
536592,84832,1,1.66,United Kingdom,2965
536592,84856L,1,11.87,United Kingdom,2966
536592,84879,8,3.19,United Kingdom,2967
536592,84912B,1,3.36,United Kingdom,2968
536592,84913B,2,3.36,United Kingdom,2969
536592,84915,2,4.21,United Kingdom,2970
536592,84923,1,4.21,United Kingdom,2971
536592,84946,28,2.51,United Kingdom,2972
536592,84950,18,0.99,United Kingdom,2973
536592,84969,1,8.47,United Kingdom,2974
536592,84970L,3,2.13,United Kingdom,2975
536592,84970S,1,2.13,United Kingdom,2976
536592,84971S,3,1.66,United Kingdom,2977
536592,84976,1,3.36,United Kingdom,2978
536592,84988,5,2.98,United Kingdom,2979
536592,84992,1,1.28,United Kingdom,2980
536592,85008,1,10.17,United Kingdom,2981
536592,85015,2,2.51,United Kingdom,2982
536592,85017A,1,0.85,United Kingdom,2983
536592,85017B,1,0.85,United Kingdom,2984
536592,85032D,4,1.66,United Kingdom,2985
536592,85040B,2,3.36,United Kingdom,2986
536592,85048,1,16.98,United Kingdom,2987
536592,85049A,3,2.51,United Kingdom,2988
536592,85049E,5,2.51,United Kingdom,2989
536592,85049G,1,2.51,United Kingdom,2990
536592,85053,1,4.21,United Kingdom,2991
536592,85064,1,11.02,United Kingdom,2992
536592,85099B,1,4.21,United Kingdom,2993
536592,85099F,1,4.21,United Kingdom,2994
536592,85114A,4,3.36,United Kingdom,2995
536592,85114B,1,3.36,United Kingdom,2996
536592,85114C,2,3.36,United Kingdom,2997
536592,85116,1,1.66,United Kingdom,2998
536592,85123A,9,5.91,United Kingdom,2999
536592,85131B,1,0.85,United Kingdom,3000
536592,85131D,1,0.85,United Kingdom,3001
536592,85132A,1,8.47,United Kingdom,3002
536592,85135B,1,8.47,United Kingdom,3003
536592,85136A,2,8.47,United Kingdom,3004
536592,85136C,1,8.47,United Kingdom,3005
536592,85150,1,5.06,United Kingdom,3006
536592,85170D,1,4.21,United Kingdom,3007
536592,85199L,1,1.28,United Kingdom,3008
536592,85212,4,1.66,United Kingdom,3009
536592,85227,2,1.66,United Kingdom,3010
536592,85231B,1,1.66,United Kingdom,3011
536592,85232B,1,4.95,United Kingdom,3012
536592,85232D,1,10.17,United Kingdom,3013
536592,90013B,1,4.24,United Kingdom,3014
536592,90018B,1,4.24,United Kingdom,3015
536592,90019B,1,5.51,United Kingdom,3016
536592,90024C,1,8.49,United Kingdom,3017
536592,90036F,1,8.07,United Kingdom,3018
536592,90040B,1,3.81,United Kingdom,3019
536592,90051,1,7.22,United Kingdom,3020
536592,90054,1,2.54,United Kingdom,3021
536592,90077,1,2.96,United Kingdom,3022
536592,90124B,1,10.17,United Kingdom,3023
536592,90134,1,2.96,United Kingdom,3024
536592,90138,1,5.51,United Kingdom,3025
536592,90161A,1,5.09,United Kingdom,3026
536592,90161B,2,5.09,United Kingdom,3027
536592,90166,1,4.24,United Kingdom,3028
536592,90173,1,3.81,United Kingdom,3029
536592,90177C,1,2.96,United Kingdom,3030
536592,90177E,1,2.96,United Kingdom,3031
536592,90181B,1,9.34,United Kingdom,3032
536592,90192,1,5.09,United Kingdom,3033
536592,90200C,1,4.24,United Kingdom,3034
536592,90206C,1,5.09,United Kingdom,3035
536592,90209C,1,2.11,United Kingdom,3036
536592,90211A,1,5.94,United Kingdom,3037
536592,90214A,2,0.85,United Kingdom,3038
536592,90214E,1,0.85,United Kingdom,3039
536592,90214H,1,0.85,United Kingdom,3040
536592,90214S,1,0.85,United Kingdom,3041
536592,DOT,1,607.49,United Kingdom,3042
536592,20970,3,3.75,United Kingdom,3043
536592,22785,3,6.75,United Kingdom,3044
536592,84658,3,6.95,United Kingdom,3045
536592,20728,9,1.65,United Kingdom,3046
536592,82494L,3,2.95,United Kingdom,3047
536592,22165,3,12.75,United Kingdom,3048
536592,22467,3,2.55,United Kingdom,3049
536592,22448,3,3.35,United Kingdom,3050
536592,22447,3,3.35,United Kingdom,3051
536592,22446,3,3.35,United Kingdom,3052
536592,20665,3,2.95,United Kingdom,3053
536593,21524,2,7.95,United Kingdom,3054
536593,22366,2,7.95,United Kingdom,3055
536593,22519,6,2.1,United Kingdom,3056
536593,22222,3,4.95,United Kingdom,3057
536593,21472,6,3.75,United Kingdom,3058
536594,21733,6,2.95,United Kingdom,3059
536594,22113,4,3.75,United Kingdom,3060
536594,22804,6,2.95,United Kingdom,3061
536594,84970L,12,0.95,United Kingdom,3062
536594,85123A,6,2.95,United Kingdom,3063
536595,21877,1,1.25,United Kingdom,3064
536595,21137,60,3.39,United Kingdom,3065
536595,22041,24,2.55,United Kingdom,3066
536595,22121,4,5.95,United Kingdom,3067
536595,21756,4,5.95,United Kingdom,3068
536595,21705,5,1.65,United Kingdom,3069
536595,22694,5,2.1,United Kingdom,3070
536595,20679,1,5.95,United Kingdom,3071
536595,21577,1,2.25,United Kingdom,3072
536595,22524,1,1.25,United Kingdom,3073
536595,20765,2,3.75,United Kingdom,3074
536596,21624,1,5.95,United Kingdom,3075
536596,22900,1,2.95,United Kingdom,3076
536596,22114,1,3.95,United Kingdom,3077
536596,21967,1,0.29,United Kingdom,3078
536596,84926A,4,1.25,United Kingdom,3079
536596,22802,1,19.95,United Kingdom,3080
536597,22952,4,0.55,United Kingdom,3081
536597,21704,1,0.85,United Kingdom,3082
536597,21703,4,0.42,United Kingdom,3083
536597,21705,2,1.65,United Kingdom,3084
536597,85035C,1,4.25,United Kingdom,3085
536597,72803A,1,4.25,United Kingdom,3086
536597,22086,1,2.95,United Kingdom,3087
536597,22910,1,2.95,United Kingdom,3088
536597,22583,2,2.55,United Kingdom,3089
536597,22731,1,1.25,United Kingdom,3090
536597,20682,1,3.25,United Kingdom,3091
536597,72802C,3,4.25,United Kingdom,3092
536597,22384,1,1.65,United Kingdom,3093
536597,40001,4,0.85,United Kingdom,3094
536597,21709,1,4.95,United Kingdom,3095
536597,22220,1,9.95,United Kingdom,3096
536597,21739,1,2.95,United Kingdom,3097
536597,85034A,1,4.25,United Kingdom,3098
536597,72818,4,0.85,United Kingdom,3099
536597,72798C,1,1.65,United Kingdom,3100
536597,22197,6,0.85,United Kingdom,3101
536597,20726,1,1.65,United Kingdom,3102
536597,84744,1,1.25,United Kingdom,3103
536597,35271S,14,0.19,United Kingdom,3104
536597,21380,1,2.95,United Kingdom,3105
536597,22909,1,0.85,United Kingdom,3106
536597,21221,5,1.25,United Kingdom,3107
536597,20755,6,0.85,United Kingdom,3108
536598,21421,12,1.25,United Kingdom,3109
536598,21422,16,0.85,United Kingdom,3110
536598,22178,24,1.25,United Kingdom,3111
536598,22617,24,4.25,United Kingdom,3112
536599,22968,8,8.5,United Kingdom,3113
536599,22727,4,3.75,United Kingdom,3114
536599,22726,12,3.75,United Kingdom,3115
536599,84945,36,0.85,United Kingdom,3116
536599,20749,12,6.35,United Kingdom,3117
536599,21056,8,8.95,United Kingdom,3118
536600,85123A,6,2.55,United Kingdom,3119
536600,71053,6,3.39,United Kingdom,3120
536600,82483,4,4.95,United Kingdom,3121
536600,82486,2,6.95,United Kingdom,3122
536600,82482,6,2.1,United Kingdom,3123
536600,82494L,6,2.55,United Kingdom,3124
536600,22411,6,1.65,United Kingdom,3125
536600,84029G,6,3.39,United Kingdom,3126
536600,84029E,6,3.39,United Kingdom,3127
536600,22752,2,7.65,United Kingdom,3128
536600,22803,2,35.75,United Kingdom,3129
536600,21730,4,4.25,United Kingdom,3130
536601,22632,6,1.85,United Kingdom,3131
536601,22633,6,1.85,United Kingdom,3132
536602,37370,6,1.06,United Kingdom,3133
536602,21871,6,1.06,United Kingdom,3134
536602,21071,6,1.06,United Kingdom,3135
536602,21068,6,1.06,United Kingdom,3136
536602,82483,4,4.95,United Kingdom,3137
536602,22411,6,1.65,United Kingdom,3138
536602,84029G,6,3.39,United Kingdom,3139
536602,84029E,6,3.39,United Kingdom,3140
536602,21730,4,4.25,United Kingdom,3141
536602,22752,2,7.65,United Kingdom,3142
536602,85123A,6,2.55,United Kingdom,3143
536602,71053,6,3.39,United Kingdom,3144
536603,22632,6,1.85,United Kingdom,3145
536603,22633,6,1.85,United Kingdom,3146
536604,84832,12,0.85,United Kingdom,3147
536604,85231B,12,0.85,United Kingdom,3148
536604,22189,12,3.95,United Kingdom,3149
536604,22457,6,2.95,United Kingdom,3150
536604,22863,6,2.95,United Kingdom,3151
536604,22792,12,0.85,United Kingdom,3152
536604,84970S,12,0.85,United Kingdom,3153
536604,72741,18,1.45,United Kingdom,3154
536604,22961,24,1.45,United Kingdom,3155
536605,21364,2,6.75,United Kingdom,3156
536605,22219,12,0.85,United Kingdom,3157
536605,20966,10,1.25,United Kingdom,3158
536605,22107,8,3.75,United Kingdom,3159
536605,22109,8,3.75,United Kingdom,3160
536605,21181,12,2.1,United Kingdom,3161
536605,21042,3,5.95,United Kingdom,3162
536605,47567B,3,5.95,United Kingdom,3163
536605,22111,3,4.95,United Kingdom,3164
536605,22271,6,2.95,United Kingdom,3165
536605,22272,6,2.95,United Kingdom,3166
536605,22273,6,2.95,United Kingdom,3167
536605,22274,6,2.95,United Kingdom,3168
536605,20963,10,1.25,United Kingdom,3169
536605,21172,12,1.45,United Kingdom,3170
C536606,20914,-2,2.95,United Kingdom,3171
536607,72760B,2,9.95,United Kingdom,3172
536607,22602,12,0.85,United Kingdom,3173
536607,21754,3,5.95,United Kingdom,3174
536607,21756,3,5.95,United Kingdom,3175
536607,21481,6,2.95,United Kingdom,3176
536607,22114,4,3.95,United Kingdom,3177
536607,22386,10,1.95,United Kingdom,3178
