id_data,InvoiceNo,StockCode,Quantity,UnitPrice,Country
2369,536586,22726,8.0,3.75,United Kingdom
2370,536586,22728,8.0,3.75,United Kingdom
2371,536586,22725,4.0,3.75,United Kingdom
2372,536586,22729,4.0,3.75,United Kingdom
2373,536586,22730,4.0,3.75,United Kingdom
2374,536587,37448,12.0,1.49,United Kingdom
2375,536587,22744,6.0,2.95,United Kingdom
2376,536587,22743,6.0,2.95,United Kingdom
2377,536587,22646,12.0,1.45,United Kingdom
2378,536587,21232,12.0,1.25,United Kingdom
2379,536587,22466,12.0,1.95,United Kingdom
2383,536587,22752,2.0,8.5,United Kingdom
2384,536587,22114,4.0,3.95,United Kingdom
2385,536587,21108,9.0,2.55,United Kingdom
2386,536587,22355,10.0,0.85,United Kingdom
2387,536587,22449,6.0,3.35,United Kingdom
2388,536587,22867,12.0,2.1,United Kingdom
2391,536587,22421,12.0,0.42,United Kingdom
2393,536587,21098,12.0,1.25,United Kingdom
2394,536587,22548,12.0,1.25,United Kingdom
2395,536587,21790,12.0,0.85,United Kingdom
2396,536588,22960,6.0,4.25,United Kingdom
2397,536588,22961,12.0,1.45,United Kingdom
2398,536588,22962,12.0,0.85,United Kingdom
2399,536588,22963,12.0,0.85,United Kingdom
2400,536588,21777,1.0,7.95,United Kingdom
2401,536588,22666,12.0,2.95,United Kingdom
2402,536588,22667,12.0,2.95,United Kingdom
2403,536588,84997A,6.0,3.75,United Kingdom
2404,536588,84997B,6.0,3.75,United Kingdom
2405,536588,84997C,12.0,3.75,United Kingdom
2406,536588,84997D,12.0,3.75,United Kingdom
2408,536590,22969,12.0,1.45,United Kingdom
2409,536590,85123A,6.0,2.95,United Kingdom
2410,536590,22112,3.0,4.95,United Kingdom
2411,536590,22114,4.0,3.95,United Kingdom
2413,536590,22457,6.0,2.95,United Kingdom
2414,536590,21136,8.0,1.69,United Kingdom
2416,536590,21166,12.0,1.95,United Kingdom
2417,536590,22794,2.0,7.95,United Kingdom
2418,536590,71477,4.0,3.25,United Kingdom
2419,536590,22030,12.0,0.42,United Kingdom
2422,536591,21427,1.0,2.1,United Kingdom
2423,536591,22135,1.0,0.42,United Kingdom
2424,536591,90214M,1.0,1.25,United Kingdom
2425,536591,90214V,1.0,1.25,United Kingdom
2426,536591,90214S,1.0,1.25,United Kingdom
2427,536591,90214J,2.0,1.25,United Kingdom
2428,536591,22386,1.0,1.95,United Kingdom
2429,536591,22378,1.0,2.1,United Kingdom
2430,536591,20750,1.0,7.95,United Kingdom
2431,536591,21888,1.0,3.75,United Kingdom
2432,536591,22321,1.0,0.85,United Kingdom
2433,536591,21789,1.0,0.85,United Kingdom
2434,536591,21238,1.0,0.85,United Kingdom
2435,536591,21629,1.0,7.95,United Kingdom
2436,536591,22379,1.0,2.1,United Kingdom
2437,536591,72807C,2.0,4.25,United Kingdom
2438,536591,22497,1.0,4.25,United Kingdom
2439,536591,21850,1.0,4.95,United Kingdom
2440,536591,20978,2.0,1.25,United Kingdom
2441,536591,20768,1.0,2.55,United Kingdom
2442,536591,22081,1.0,1.65,United Kingdom
2443,536591,20780,1.0,5.49,United Kingdom
2444,536591,51014C,12.0,0.85,United Kingdom
2445,536591,21398,1.0,2.1,United Kingdom
2446,536591,22476,2.0,4.95,United Kingdom
2447,536591,21643,3.0,1.25,United Kingdom
2449,536591,21620,1.0,3.75,United Kingdom
2451,536591,22260,5.0,0.85,United Kingdom
2452,536591,22136,1.0,1.65,United Kingdom
2453,536591,47591B,1.0,1.65,United Kingdom
2454,536591,21041,1.0,2.95,United Kingdom
2455,536591,21035,1.0,2.95,United Kingdom
2456,536591,85064,2.0,5.45,United Kingdom
2457,536591,22121,2.0,5.95,United Kingdom
2458,536591,21488,1.0,3.95,United Kingdom
2459,536591,21484,2.0,3.45,United Kingdom
2460,536591,22357,1.0,4.25,United Kingdom
2461,536591,21985,4.0,0.29,United Kingdom
2462,536592,10135,1.0,2.51,United Kingdom
2463,536592,16168M,2.0,0.85,United Kingdom
2464,536592,16236,1.0,0.43,United Kingdom
2465,536592,16237,6.0,0.43,United Kingdom
2466,536592,16238,5.0,0.43,United Kingdom
2467,536592,17012A,1.0,2.51,United Kingdom
2468,536592,17012B,1.0,2.51,United Kingdom
2469,536592,17012C,1.0,2.51,United Kingdom
2470,536592,17012D,1.0,2.51,United Kingdom
2471,536592,17012E,1.0,2.51,United Kingdom
2472,536592,17012F,1.0,2.51,United Kingdom
2473,536592,17014A,1.0,3.36,United Kingdom
2474,536592,17084N,2.0,0.43,United Kingdom
2475,536592,17084P,1.0,0.43,United Kingdom
2476,536592,20616,1.0,4.21,United Kingdom
2477,536592,20617,1.0,4.21,United Kingdom
2478,536592,20619,1.0,4.21,United Kingdom
2479,536592,20653,1.0,2.51,United Kingdom
2480,536592,20668,6.0,0.43,United Kingdom
2481,536592,20681,1.0,6.77,United Kingdom
2482,536592,20682,2.0,6.77,United Kingdom
2483,536592,20696,1.0,7.62,United Kingdom
2484,536592,20699,2.0,5.06,United Kingdom
2486,536592,20717,1.0,2.51,United Kingdom
2487,536592,20718,1.0,2.51,United Kingdom
2488,536592,20723,1.0,1.66,United Kingdom
2489,536592,20724,1.0,1.66,United Kingdom
2490,536592,20725,2.0,4.21,United Kingdom
2491,536592,20727,2.0,4.21,United Kingdom
2492,536592,20733,6.0,0.85,United Kingdom
2493,536592,20735,4.0,0.85,United Kingdom
2494,536592,20752,1.0,4.21,United Kingdom
2495,536592,20754,1.0,4.21,United Kingdom
2496,536592,20761,1.0,7.62,United Kingdom
2498,536592,20846,1.0,2.51,United Kingdom
2499,536592,20914,1.0,5.91,United Kingdom
2500,536592,20931,2.0,7.62,United Kingdom
2501,536592,20956,2.0,2.51,United Kingdom
2502,536592,20961,1.0,2.51,United Kingdom
2503,536592,20966,1.0,2.51,United Kingdom
2504,536592,20972,1.0,2.51,United Kingdom
2505,536592,20973,15.0,1.28,United Kingdom
2506,536592,20974,12.0,1.28,United Kingdom
2507,536592,20975,18.0,1.28,United Kingdom
2508,536592,21002,2.0,3.36,United Kingdom
2509,536592,21012,6.0,2.51,United Kingdom
2510,536592,21015,1.0,1.28,United Kingdom
2511,536592,21035,2.0,5.91,United Kingdom
2513,536592,21067,1.0,2.51,United Kingdom
2514,536592,21069,1.0,2.51,United Kingdom
2515,536592,21071,1.0,2.51,United Kingdom
2520,536592,21111,2.0,5.91,United Kingdom
2522,536592,21154,2.0,2.51,United Kingdom
2523,536592,21164,1.0,5.91,United Kingdom
2524,536592,21165,3.0,4.21,United Kingdom
2525,536592,21174,4.0,4.21,United Kingdom
2526,536592,21181,2.0,4.21,United Kingdom
2527,536592,21188,2.0,5.91,United Kingdom
2528,536592,21191,5.0,4.21,United Kingdom
2529,536592,21192,2.0,3.36,United Kingdom
2530,536592,21208,1.0,3.36,United Kingdom
2531,536592,21212,12.0,1.28,United Kingdom
2532,536592,21213,1.0,1.28,United Kingdom
2533,536592,21220,1.0,2.51,United Kingdom
2534,536592,21231,8.0,2.51,United Kingdom
2535,536592,21232,5.0,2.51,United Kingdom
2536,536592,21249,1.0,5.91,United Kingdom
2539,536592,21262,1.0,7.62,United Kingdom
2540,536592,21272,1.0,2.51,United Kingdom
2541,536592,21279,1.0,5.06,United Kingdom
2542,536592,21281,1.0,5.06,United Kingdom
2543,536592,21288,1.0,5.91,United Kingdom
2544,536592,21313,8.0,1.66,United Kingdom
2545,536592,21314,8.0,4.21,United Kingdom
2548,536592,21352,7.0,5.91,United Kingdom
2549,536592,21356,1.0,2.51,United Kingdom
2550,536592,21429,3.0,3.36,United Kingdom
2551,536592,21439,1.0,2.51,United Kingdom
2552,536592,21447,1.0,2.51,United Kingdom
2553,536592,21479,8.0,7.62,United Kingdom
2554,536592,21481,3.0,5.91,United Kingdom
2555,536592,21484,2.0,7.62,United Kingdom
2556,536592,21486,7.0,4.21,United Kingdom
2557,536592,21488,1.0,8.47,United Kingdom
2558,536592,21494,2.0,5.06,United Kingdom
2559,536592,21519,1.0,0.85,United Kingdom
2560,536592,21520,1.0,0.85,United Kingdom
2562,536592,21537,2.0,8.47,United Kingdom
2563,536592,21544,1.0,1.66,United Kingdom
2564,536592,21547,1.0,5.91,United Kingdom
2565,536592,21557,1.0,5.91,United Kingdom
2566,536592,21559,1.0,5.06,United Kingdom
2567,536592,21576,1.0,5.06,United Kingdom
2568,536592,21594,1.0,4.21,United Kingdom
2569,536592,21638,1.0,4.21,United Kingdom
2570,536592,21648,3.0,2.51,United Kingdom
2571,536592,21656,1.0,3.36,United Kingdom
2572,536592,21658,1.0,8.47,United Kingdom
2573,536592,21671,2.0,2.51,United Kingdom
2574,536592,21684,1.0,2.51,United Kingdom
2575,536592,21698,1.0,1.66,United Kingdom
2576,536592,21700,1.0,8.47,United Kingdom
2577,536592,21705,2.0,3.36,United Kingdom
2578,536592,21718,1.0,2.51,United Kingdom
2579,536592,21731,1.0,3.36,United Kingdom
2580,536592,21743,1.0,5.91,United Kingdom
2581,536592,21745,1.0,8.47,United Kingdom
2585,536592,21773,3.0,2.51,United Kingdom
2586,536592,21774,5.0,2.51,United Kingdom
2587,536592,21775,3.0,2.51,United Kingdom
2588,536592,21777,2.0,7.95,United Kingdom
2589,536592,21786,7.0,0.85,United Kingdom
2590,536592,21789,2.0,1.66,United Kingdom
2591,536592,21790,5.0,1.66,United Kingdom
2592,536592,21791,1.0,2.51,United Kingdom
2593,536592,21801,10.0,0.43,United Kingdom
2594,536592,21802,17.0,0.43,United Kingdom
2595,536592,21803,12.0,0.43,United Kingdom
2596,536592,21809,1.0,2.51,United Kingdom
2598,536592,21820,1.0,7.62,United Kingdom
2599,536592,21821,1.0,7.62,United Kingdom
2600,536592,21830,1.0,0.85,United Kingdom
2601,536592,21832,3.0,3.36,United Kingdom
2602,536592,21833,2.0,3.36,United Kingdom
2603,536592,21844,1.0,5.91,United Kingdom
2604,536592,21846,4.0,4.21,United Kingdom
2605,536592,21851,3.0,4.21,United Kingdom
2606,536592,21868,2.0,3.36,United Kingdom
2607,536592,21871,3.0,3.36,United Kingdom
2608,536592,21875,1.0,3.36,United Kingdom
2609,536592,21879,1.0,1.66,United Kingdom
2610,536592,21889,2.0,2.51,United Kingdom
2611,536592,21891,4.0,2.51,United Kingdom
2612,536592,21892,1.0,2.51,United Kingdom
2613,536592,21896,1.0,4.21,United Kingdom
2614,536592,21899,1.0,1.66,United Kingdom
2616,536592,21908,1.0,4.21,United Kingdom
2617,536592,21914,2.0,2.51,United Kingdom
2618,536592,21915,3.0,2.51,United Kingdom
2619,536592,21929,1.0,4.21,United Kingdom
2620,536592,21931,1.0,4.21,United Kingdom
2621,536592,21934,1.0,3.36,United Kingdom
2622,536592,21935,2.0,3.36,United Kingdom
2623,536592,21942,2.0,1.66,United Kingdom
2624,536592,21949,2.0,2.51,United Kingdom
2625,536592,21974,5.0,2.98,United Kingdom
2626,536592,21975,11.0,1.28,United Kingdom
2627,536592,21976,1.0,1.28,United Kingdom
2629,536592,21981,1.0,0.85,United Kingdom
2630,536592,21982,2.0,0.85,United Kingdom
2631,536592,21984,1.0,0.85,United Kingdom
2632,536592,21985,1.0,0.85,United Kingdom
2633,536592,21990,2.0,2.51,United Kingdom
2634,536592,21991,2.0,2.51,United Kingdom
2635,536592,21992,14.0,2.51,United Kingdom
2636,536592,21993,6.0,2.51,United Kingdom
2637,536592,22064,2.0,3.36,United Kingdom
2638,536592,22065,1.0,3.36,United Kingdom
2639,536592,22077,7.0,3.36,United Kingdom
2640,536592,22078,1.0,4.21,United Kingdom
2641,536592,22081,2.0,3.36,United Kingdom
2642,536592,22082,6.0,3.36,United Kingdom
2643,536592,22083,2.0,5.91,United Kingdom
2644,536592,22084,1.0,5.91,United Kingdom
2646,536592,22090,1.0,5.91,United Kingdom
2647,536592,22091,2.0,2.51,United Kingdom
2648,536592,22100,1.0,2.51,United Kingdom
2649,536592,22109,2.0,7.62,United Kingdom
2652,536592,22114,3.0,8.47,United Kingdom
2653,536592,22117,1.0,5.91,United Kingdom
2655,536592,22124,2.0,2.51,United Kingdom
2656,536592,22134,4.0,0.85,United Kingdom
2657,536592,22135,4.0,0.85,United Kingdom
2658,536592,22141,4.0,4.21,United Kingdom
2659,536592,22142,1.0,3.36,United Kingdom
2660,536592,22144,2.0,4.21,United Kingdom
2661,536592,22147,2.0,3.36,United Kingdom
2662,536592,22149,2.0,4.21,United Kingdom
2663,536592,22161,7.0,0.81,United Kingdom
2664,536592,22162,3.0,3.36,United Kingdom
2667,536592,22174,5.0,3.36,United Kingdom
2668,536592,22178,8.0,2.51,United Kingdom
2669,536592,22182,1.0,4.21,United Kingdom
2670,536592,22183,2.0,5.91,United Kingdom
2671,536592,22184,1.0,8.47,United Kingdom
2672,536592,22188,2.0,8.47,United Kingdom
2673,536592,22190,3.0,2.51,United Kingdom
2674,536592,22195,4.0,3.36,United Kingdom
2676,536592,22198,2.0,3.36,United Kingdom
2677,536592,22207,1.0,8.47,United Kingdom
2678,536592,22208,1.0,3.36,United Kingdom
2679,536592,22245,2.0,1.66,United Kingdom
2680,536592,22246,2.0,4.21,United Kingdom
2681,536592,22260,2.0,1.66,United Kingdom
2682,536592,22261,2.0,1.66,United Kingdom
2683,536592,22262,3.0,1.66,United Kingdom
2684,536592,22276,2.0,5.91,United Kingdom
2685,536592,22277,2.0,4.21,United Kingdom
2688,536592,22294,3.0,2.51,United Kingdom
2689,536592,22300,2.0,5.06,United Kingdom
2690,536592,22301,2.0,5.06,United Kingdom
2691,536592,22304,1.0,5.06,United Kingdom
2692,536592,22308,1.0,5.06,United Kingdom
2693,536592,22309,1.0,5.06,United Kingdom
2694,536592,22310,1.0,3.36,United Kingdom
2695,536592,22311,2.0,5.91,United Kingdom
2696,536592,22312,1.0,5.91,United Kingdom
2697,536592,22314,1.0,5.91,United Kingdom
2698,536592,22317,2.0,5.91,United Kingdom
2699,536592,22324,1.0,4.21,United Kingdom
2701,536592,22331,1.0,3.36,United Kingdom
2702,536592,22342,1.0,3.36,United Kingdom
2703,536592,22348,2.0,1.66,United Kingdom
2704,536592,22350,2.0,5.06,United Kingdom
2705,536592,22352,1.0,5.06,United Kingdom
2706,536592,22355,2.0,1.66,United Kingdom
2707,536592,22356,6.0,1.66,United Kingdom
2708,536592,22364,1.0,5.91,United Kingdom
2709,536592,22371,3.0,8.47,United Kingdom
2710,536592,22376,2.0,8.47,United Kingdom
2711,536592,22379,2.0,4.21,United Kingdom
2712,536592,22381,1.0,4.21,United Kingdom
2713,536592,22386,3.0,4.21,United Kingdom
2714,536592,22393,1.0,5.06,United Kingdom
2715,536592,22396,1.0,2.51,United Kingdom
2716,536592,22405,1.0,2.51,United Kingdom
2717,536592,22409,1.0,2.51,United Kingdom
2718,536592,22411,2.0,4.21,United Kingdom
2719,536592,22413,1.0,5.91,United Kingdom
2720,536592,22419,7.0,0.85,United Kingdom
2721,536592,22420,2.0,0.85,United Kingdom
2722,536592,22421,3.0,0.85,United Kingdom
2723,536592,22422,2.0,1.28,United Kingdom
2728,536592,22449,1.0,6.77,United Kingdom
2729,536592,22451,1.0,6.77,United Kingdom
2730,536592,22458,1.0,5.06,United Kingdom
2731,536592,22459,1.0,5.06,United Kingdom
2732,536592,22467,1.0,5.06,United Kingdom
2733,536592,22469,11.0,3.36,United Kingdom
2736,536592,22489,2.0,0.85,United Kingdom
2740,536592,22508,2.0,7.62,United Kingdom
2741,536592,22530,3.0,0.85,United Kingdom
2742,536592,22531,1.0,0.85,United Kingdom
2743,536592,22534,1.0,0.85,United Kingdom
2744,536592,22536,1.0,0.85,United Kingdom
2745,536592,22537,1.0,0.85,United Kingdom
2746,536592,22539,1.0,0.85,United Kingdom
2747,536592,22544,1.0,0.85,United Kingdom
2748,536592,22547,1.0,0.85,United Kingdom
2749,536592,22553,1.0,3.36,United Kingdom
2750,536592,22557,1.0,3.36,United Kingdom
2751,536592,22560,1.0,2.51,United Kingdom
2752,536592,22561,1.0,3.36,United Kingdom
2753,536592,22565,1.0,1.66,United Kingdom
2754,536592,22566,1.0,1.66,United Kingdom
2755,536592,22569,2.0,7.62,United Kingdom
2756,536592,22570,1.0,7.62,United Kingdom
2757,536592,22571,1.0,1.66,United Kingdom
2759,536592,22581,1.0,1.66,United Kingdom
2760,536592,22582,2.0,5.06,United Kingdom
2761,536592,22583,1.0,5.06,United Kingdom
2762,536592,22584,1.0,5.06,United Kingdom
2763,536592,22586,1.0,1.66,United Kingdom
2764,536592,22587,2.0,1.66,United Kingdom
2765,536592,22588,5.0,5.06,United Kingdom
2766,536592,22589,2.0,5.06,United Kingdom
2767,536592,22600,2.0,1.66,United Kingdom
2768,536592,22601,3.0,1.66,United Kingdom
2769,536592,22602,1.0,1.66,United Kingdom
2770,536592,22603,1.0,1.66,United Kingdom
2771,536592,22619,1.0,7.62,United Kingdom
2772,536592,22620,2.0,2.51,United Kingdom
2776,536592,22631,1.0,4.21,United Kingdom
2777,536592,22632,1.0,4.21,United Kingdom
2778,536592,22637,1.0,5.06,United Kingdom
2779,536592,22645,1.0,3.36,United Kingdom
2781,536592,22651,1.0,1.66,United Kingdom
2782,536592,22659,1.0,4.21,United Kingdom
2783,536592,22663,3.0,4.21,United Kingdom
2784,536592,22664,3.0,4.21,United Kingdom
2785,536592,22665,1.0,5.91,United Kingdom
2786,536592,22666,1.0,5.91,United Kingdom
2787,536592,22668,1.0,5.91,United Kingdom
2788,536592,22669,3.0,5.91,United Kingdom
2789,536592,22673,1.0,2.51,United Kingdom
2790,536592,22678,1.0,2.51,United Kingdom
2791,536592,22692,1.0,7.95,United Kingdom
2792,536592,22694,1.0,4.21,United Kingdom
2793,536592,22696,1.0,4.21,United Kingdom
2794,536592,22697,3.0,5.91,United Kingdom
2795,536592,22699,4.0,5.91,United Kingdom
2796,536592,22712,1.0,0.85,United Kingdom
2797,536592,22713,4.0,0.85,United Kingdom
2798,536592,22726,2.0,7.62,United Kingdom
2799,536592,22734,1.0,5.06,United Kingdom
2800,536592,22735,3.0,3.36,United Kingdom
2801,536592,22737,2.0,3.36,United Kingdom
2802,536592,22738,1.0,3.36,United Kingdom
2803,536592,22739,7.0,3.36,United Kingdom
2804,536592,22741,3.0,1.66,United Kingdom
2805,536592,22742,1.0,5.91,United Kingdom
2806,536592,22745,1.0,4.21,United Kingdom
2807,536592,22746,2.0,4.21,United Kingdom
2808,536592,22747,1.0,4.21,United Kingdom
2809,536592,22748,1.0,4.21,United Kingdom
2810,536592,22749,2.0,7.62,United Kingdom
2811,536592,22751,1.0,7.62,United Kingdom
2812,536592,22754,2.0,1.66,United Kingdom
2813,536592,22756,1.0,2.51,United Kingdom
2814,536592,22758,2.0,2.51,United Kingdom
2815,536592,22759,5.0,3.36,United Kingdom
2816,536592,22775,3.0,2.51,United Kingdom
2819,536592,22791,4.0,2.51,United Kingdom
2820,536592,22792,4.0,1.66,United Kingdom
2823,536592,22798,2.0,5.91,United Kingdom
2824,536592,22800,2.0,7.62,United Kingdom
2825,536592,22801,2.0,7.62,United Kingdom
2826,536592,22805,4.0,2.51,United Kingdom
2827,536592,22810,1.0,5.91,United Kingdom
2828,536592,22812,3.0,4.21,United Kingdom
2829,536592,22813,2.0,4.21,United Kingdom
2830,536592,22814,5.0,0.85,United Kingdom
2831,536592,22831,1.0,5.91,United Kingdom
2832,536592,22834,3.0,4.21,United Kingdom
2838,536592,22855,1.0,2.51,United Kingdom
2839,536592,22862,1.0,8.47,United Kingdom
2840,536592,22863,1.0,5.91,United Kingdom
2841,536592,22865,7.0,4.21,United Kingdom
2842,536592,22866,4.0,4.21,United Kingdom
2843,536592,22867,2.0,4.21,United Kingdom
2844,536592,22870,1.0,4.21,United Kingdom
2846,536592,22895,5.0,5.91,United Kingdom
2847,536592,22897,1.0,2.98,United Kingdom
2848,536592,22898,2.0,4.21,United Kingdom
2849,536592,22900,1.0,5.91,United Kingdom
2850,536592,22904,1.0,5.91,United Kingdom
2851,536592,22906,1.0,3.36,United Kingdom
2852,536592,22909,7.0,1.66,United Kingdom
2853,536592,22910,10.0,5.91,United Kingdom
2854,536592,22915,1.0,5.06,United Kingdom
2855,536592,22916,1.0,1.66,United Kingdom
2856,536592,22917,1.0,1.66,United Kingdom
2857,536592,22918,1.0,1.66,United Kingdom
2858,536592,22919,1.0,1.66,United Kingdom
2859,536592,22920,1.0,1.66,United Kingdom
2860,536592,22921,1.0,1.66,United Kingdom
2861,536592,22940,3.0,8.47,United Kingdom
2867,536592,22948,2.0,6.77,United Kingdom
2868,536592,22951,2.0,1.28,United Kingdom
2869,536592,22952,7.0,1.28,United Kingdom
2870,536592,22961,1.0,3.36,United Kingdom
2872,536592,22969,9.0,3.36,United Kingdom
2873,536592,22972,1.0,3.36,United Kingdom
2874,536592,22973,1.0,3.36,United Kingdom
2875,536592,22974,1.0,3.36,United Kingdom
2876,536592,22975,2.0,2.51,United Kingdom
2877,536592,22976,2.0,2.51,United Kingdom
2878,536592,22977,1.0,2.51,United Kingdom
2879,536592,22988,7.0,2.51,United Kingdom
2880,536592,35095A,1.0,0.84,United Kingdom
2881,536592,35471D,1.0,2.51,United Kingdom
2882,536592,35598B,1.0,6.77,United Kingdom
2883,536592,35599D,1.0,5.91,United Kingdom
2885,536592,35916B,1.0,1.66,United Kingdom
2886,536592,35916C,1.0,1.66,United Kingdom
2887,536592,35957,5.0,1.66,United Kingdom
2888,536592,35961,4.0,1.66,United Kingdom
2889,536592,35964,1.0,1.66,United Kingdom
2890,536592,35965,4.0,3.36,United Kingdom
2891,536592,35967,3.0,1.66,United Kingdom
2893,536592,37444C,1.0,5.91,United Kingdom
2894,536592,37446,1.0,3.36,United Kingdom
2895,536592,37450,1.0,5.91,United Kingdom
2896,536592,37491A,1.0,3.36,United Kingdom
2898,536592,46776B,1.0,4.21,United Kingdom
2899,536592,47563A,1.0,5.91,United Kingdom
2900,536592,47566B,1.0,8.47,United Kingdom
2905,536592,47591D,3.0,4.21,United Kingdom
2906,536592,47593B,3.0,0.85,United Kingdom
2907,536592,47594A,1.0,4.21,United Kingdom
2908,536592,47599A,1.0,4.21,United Kingdom
2913,536592,51014A,1.0,1.66,United Kingdom
2914,536592,51014C,1.0,1.66,United Kingdom
2915,536592,70006,2.0,3.36,United Kingdom
2916,536592,70007,1.0,3.36,United Kingdom
2917,536592,71477,1.0,6.77,United Kingdom
2918,536592,71496A,2.0,1.49,United Kingdom
2919,536592,72134,1.0,1.66,United Kingdom
2920,536592,72741,3.0,2.82,United Kingdom
2921,536592,72807A,1.0,8.47,United Kingdom
2922,536592,72816,5.0,2.51,United Kingdom
2923,536592,72817,1.0,1.66,United Kingdom
2924,536592,79067,1.0,8.47,United Kingdom
2925,536592,79302M,1.0,5.91,United Kingdom
2927,536592,82551,2.0,2.51,United Kingdom
2928,536592,82552,1.0,2.51,United Kingdom
2929,536592,82578,1.0,1.28,United Kingdom
2930,536592,82580,3.0,1.28,United Kingdom
2931,536592,82582,1.0,4.21,United Kingdom
2932,536592,82599,2.0,4.21,United Kingdom
2933,536592,82613B,1.0,2.51,United Kingdom
2934,536592,82613C,1.0,2.51,United Kingdom
2935,536592,82613D,3.0,2.51,United Kingdom
2936,536592,82616C,1.0,2.51,United Kingdom
2937,536592,84029E,1.0,7.62,United Kingdom
2938,536592,84029G,2.0,7.62,United Kingdom
2939,536592,84031B,1.0,4.21,United Kingdom
2940,536592,84032A,8.0,3.36,United Kingdom
2941,536592,84032B,1.0,3.36,United Kingdom
2942,536592,84086C,1.0,4.21,United Kingdom
2943,536592,84279P,1.0,8.47,United Kingdom
2944,536592,84347,1.0,5.06,United Kingdom
2945,536592,84375,1.0,4.21,United Kingdom
2946,536592,84378,1.0,2.51,United Kingdom
2947,536592,84380,1.0,2.51,United Kingdom
2948,536592,84459B,1.0,3.36,United Kingdom
2949,536592,84509A,2.0,7.62,United Kingdom
2950,536592,84510A,2.0,2.51,United Kingdom
2951,536592,84520B,2.0,1.66,United Kingdom
2952,536592,84536A,1.0,0.85,United Kingdom
2953,536592,84536B,1.0,0.85,United Kingdom
2954,536592,84559A,1.0,1.69,United Kingdom
2955,536592,84559B,1.0,1.69,United Kingdom
2956,536592,84580,2.0,4.21,United Kingdom
2957,536592,84596J,1.0,2.51,United Kingdom
2959,536592,84659A,3.0,2.51,United Kingdom
2960,536592,84663A,1.0,5.91,United Kingdom
2961,536592,84692,3.0,0.85,United Kingdom
2962,536592,84754,1.0,2.51,United Kingdom
2963,536592,84755,4.0,1.27,United Kingdom
2964,536592,84828,2.0,2.51,United Kingdom
2965,536592,84832,1.0,1.66,United Kingdom
2967,536592,84879,8.0,3.19,United Kingdom
2968,536592,84912B,1.0,3.36,United Kingdom
2969,536592,84913B,2.0,3.36,United Kingdom
2970,536592,84915,2.0,4.21,United Kingdom
2971,536592,84923,1.0,4.21,United Kingdom
2973,536592,84950,18.0,0.99,United Kingdom
2974,536592,84969,1.0,8.47,United Kingdom
2975,536592,84970L,3.0,2.13,United Kingdom
2976,536592,84970S,1.0,2.13,United Kingdom
2977,536592,84971S,3.0,1.66,United Kingdom
2978,536592,84976,1.0,3.36,United Kingdom
2979,536592,84988,5.0,2.98,United Kingdom
2980,536592,84992,1.0,1.28,United Kingdom
2982,536592,85015,2.0,2.51,United Kingdom
2983,536592,85017A,1.0,0.85,United Kingdom
2984,536592,85017B,1.0,0.85,United Kingdom
2985,536592,85032D,4.0,1.66,United Kingdom
2986,536592,85040B,2.0,3.36,United Kingdom
2988,536592,85049A,3.0,2.51,United Kingdom
2989,536592,85049E,5.0,2.51,United Kingdom
2990,536592,85049G,1.0,2.51,United Kingdom
2991,536592,85053,1.0,4.21,United Kingdom
2993,536592,85099B,1.0,4.21,United Kingdom
2994,536592,85099F,1.0,4.21,United Kingdom
2995,536592,85114A,4.0,3.36,United Kingdom
2996,536592,85114B,1.0,3.36,United Kingdom
2997,536592,85114C,2.0,3.36,United Kingdom
2998,536592,85116,1.0,1.66,United Kingdom
2999,536592,85123A,9.0,5.91,United Kingdom
3000,536592,85131B,1.0,0.85,United Kingdom
3001,536592,85131D,1.0,0.85,United Kingdom
3002,536592,85132A,1.0,8.47,United Kingdom
3003,536592,85135B,1.0,8.47,United Kingdom
3004,536592,85136A,2.0,8.47,United Kingdom
3005,536592,85136C,1.0,8.47,United Kingdom
3006,536592,85150,1.0,5.06,United Kingdom
3007,536592,85170D,1.0,4.21,United Kingdom
3008,536592,85199L,1.0,1.28,United Kingdom
3009,536592,85212,4.0,1.66,United Kingdom
3010,536592,85227,2.0,1.66,United Kingdom
3011,536592,85231B,1.0,1.66,United Kingdom
3012,536592,85232B,1.0,4.95,United Kingdom
3014,536592,90013B,1.0,4.24,United Kingdom
3015,536592,90018B,1.0,4.24,United Kingdom
3016,536592,90019B,1.0,5.51,United Kingdom
3017,536592,90024C,1.0,8.49,United Kingdom
3018,536592,90036F,1.0,8.07,United Kingdom
3019,536592,90040B,1.0,3.81,United Kingdom
3020,536592,90051,1.0,7.22,United Kingdom
3021,536592,90054,1.0,2.54,United Kingdom
3022,536592,90077,1.0,2.96,United Kingdom
3024,536592,90134,1.0,2.96,United Kingdom
3025,536592,90138,1.0,5.51,United Kingdom
3026,536592,90161A,1.0,5.09,United Kingdom
3027,536592,90161B,2.0,5.09,United Kingdom
3028,536592,90166,1.0,4.24,United Kingdom
3029,536592,90173,1.0,3.81,United Kingdom
3030,536592,90177C,1.0,2.96,United Kingdom
3031,536592,90177E,1.0,2.96,United Kingdom
3033,536592,90192,1.0,5.09,United Kingdom
3034,536592,90200C,1.0,4.24,United Kingdom
3035,536592,90206C,1.0,5.09,United Kingdom
3036,536592,90209C,1.0,2.11,United Kingdom
3037,536592,90211A,1.0,5.94,United Kingdom
3038,536592,90214A,2.0,0.85,United Kingdom
